"trtid10","county","pop00","pop6a","hu00","hu6a"
6013359103,"Contra Costa County",5297.00048828125,4907,2066.85131835938,2127
6013359104,"Contra Costa County",2245,1974,875.982788085938,936
6013359105,"Contra Costa County",2000.17529296875,4733,780.453979492188,1550
6013359202,"Contra Costa County",6437,5997,2234.06982421875,2354
6013359203,"Contra Costa County",6566.42431640625,7052,2174.18676757812,2291
6013359204,"Contra Costa County",5077.3876953125,4847,1438.09545898438,1487
6013360101,"Contra Costa County",4522.54345703125,4898,1576.49963378906,1778
6013360102,"Contra Costa County",4677.4560546875,4139,1630.50024414062,1549
6013360200,"Contra Costa County",4980,4714,1957,1908
6013361000,"Contra Costa County",4231.08154296875,4719,1595.3330078125,1883
6013362000,"Contra Costa County",2840.546875,2977,1182.72485351562,1268
6013363000,"Contra Costa County",6829.01025390625,7326,2607.00341796875,2897
6013364002,"Contra Costa County",5416.15234375,5490,1831.70446777344,1947
6013365002,"Contra Costa County",4077.71801757812,6262,1129.4423828125,1788
6013365003,"Contra Costa County",3739.83764648438,5001,1502.55578613281,2485
6013366001,"Contra Costa County",4632,4470,1312,1341
6013366002,"Contra Costa County",5856,6319,1640,1884
6013367100,"Contra Costa County",5335.947265625,5001,2087.3603515625,2059
6013367200,"Contra Costa County",4362.052734375,5365,1295.63977050781,1793
6013368001,"Contra Costa County",5734,5143,1476.54809570312,1428
6013368002,"Contra Costa County",3588.2822265625,3380,924.009582519531,973
6013369001,"Contra Costa County",7053,7425,2719,2528
6013369002,"Contra Costa County",2822.77221679688,2356,1110.94250488281,1099
6013370000,"Contra Costa County",2938.4931640625,2859,1176.97399902344,1169
6013371000,"Contra Costa County",5266,6149,2015,2056
6013372000,"Contra Costa County",7133,7615,2326,2345
6013373000,"Contra Costa County",4290,4102,1184,1190
6013374000,"Contra Costa County",4517,4246,1817,1814
6013375000,"Contra Costa County",4502,4787,1238,1219
6013376000,"Contra Costa County",5959,5547,1898,2053
6013377000,"Contra Costa County",7596,6835,2307,2430
6013378000,"Contra Costa County",2895,3116,1643,1951
6013379000,"Contra Costa County",6329,6668,1988,2078
6013380000,"Contra Costa County",6002,6569,2788,2937
6013381000,"Contra Costa County",6222,6996,2121,2167
6013382000,"Contra Costa County",7185,7486,2711.20874023438,2767
6013383000,"Contra Costa County",4355.013671875,4838,2036.74060058594,2136
6013384000,"Contra Costa County",3841.86743164062,3899,1687.67492675781,1683
6013385100,"Contra Costa County",2661.09814453125,2941,1134.03698730469,1173
6013385200,"Contra Costa County",1440,1175,590,571
6013386000,"Contra Costa County",3439.98657226562,3617,1537.83044433594,1513
6013387000,"Contra Costa County",2294,2758,1023,1168
6013388000,"Contra Costa County",2536,2776,1191,1183
6013389100,"Contra Costa County",1908.56066894531,2016,922.267578125,912
6013389200,"Contra Costa County",1717,1700,861.22021484375,819
6013390100,"Contra Costa County",2167.0380859375,2324,953.793762207031,945
6013390200,"Contra Costa County",1668.3017578125,1735,795.847290039062,770
6013391000,"Contra Costa County",2436.09936523438,2679,1107.09130859375,1168
6013392000,"Contra Costa County",2343.83642578125,2827,1067.28100585938,1171
6013392200,"Contra Costa County",7066.43701171875,11474,2298.96875,3324
6041101100,"Marin County",2539,2717,1019,1145
6041101200,"Marin County",2584,3023,1011,1143
6041102100,"Marin County",2347,2319,922,1000
6041102202,"Marin County",5748,6508,2255.20166015625,2309
6041102203,"Marin County",4233,5741,1660.79833984375,2258
6041103100,"Marin County",7682,7791,2753,2956
6041103200,"Marin County",6590,6772,2534,2817
6041104101,"Marin County",6666,8276,2614,3309
6041104102,"Marin County",4959,5485,2142,2200
6041104200,"Marin County",5705.73291015625,5526,2424.0888671875,2644
6041104300,"Marin County",1665,1624,707,728
6041105000,"Marin County",3771.94482421875,6394,1670.50085449219,2912
6041106001,"Marin County",3825.05493164062,4237,2027.4990234375,2278
6041106002,"Marin County",5745,6810,2150,2233
6041107000,"Marin County",6416.26708984375,6719,2415.9111328125,2454
6041108100,"Marin County",6524,6789,2650,2739
6041108200,"Marin County",6120,6756,2678,3169
6041109001,"Marin County",4033.99975585938,4008,1924.681640625,1854
6041109002,"Marin County",3807.52099609375,4124,1811.89990234375,1893
6041110100,"Marin County",5643,5824,2411,2459
6041110200,"Marin County",5432,5138,2234,2263
6041111000,"Marin County",5518.35986328125,5876,2628.55346679688,2788
6041112100,"Marin County",4007.3583984375,5125,1865.04736328125,1926
6041112201,"Marin County",7580,7446,1981.48303222656,1708
6041112202,"Marin County",4099,4670,1071.51696777344,1281
6041113000,"Marin County",3797,3669,1535,1765
6041114100,"Marin County",5155.49169921875,5214,2367.82373046875,2378
6041114200,"Marin County",3091.76733398438,3121,1399.89465332031,1479
6041115000,"Marin County",6986.3486328125,7177,2804.265625,2848
6041116000,"Marin County",3020.86767578125,3227,1312.7138671875,1332
6041117000,"Marin County",4658.2919921875,4536,2111.64379882812,2149
6041118100,"Marin County",2312.09033203125,2385,800.121704101562,879
6041119100,"Marin County",4618.36376953125,5056,1889.56140136719,2070
6041119201,"Marin County",3261,3336,1645.96203613281,1953
6041119202,"Marin County",3287.6416015625,3462,1658.99060058594,1300
6041120000,"Marin County",6069.23291015625,6334,3020.86401367188,2897
6041121100,"Marin County",4958.92919921875,5201,2266.48095703125,2318
6041121200,"Marin County",5521,5985,2484,2601
6041123000,"Marin County",2106,2023,1046,1082
6041124100,"Marin County",5377,5401,2371,2419
6041124200,"Marin County",5431,5969,2626,2786
6041125000,"Marin County",3931,4644,1882,2088
6041126100,"Marin County",5526.6533203125,5814,2392.84985351562,2404
6041126200,"Marin County",4335,4393,2144,2094
6041127000,"Marin County",4442.48583984375,4756,2050.95727539062,2128
6041128100,"Marin County",6188,6443,2707,2934
6041128200,"Marin County",4491.068359375,4599,1931.63427734375,2026
6041129000,"Marin County",2500,2731,1139,1154
6041130201,"Marin County",3425.42944335938,3515,2118.48559570312,2204
6041130202,"Marin County",4325.9990234375,4140,2675.45043945312,2798
6041131100,"Marin County",978.099426269531,1112,501.117950439453,487
6041132100,"Marin County",2337,1956,1486,1800
6041132200,"Marin County",2332,1672,1275,1384
6041133000,"Marin County",3220,2877,1715,2036
6055200201,"Napa County",3398,3364,1366,1410
6055200202,"Napa County",3007,3038,1233,1293
6055200203,"Napa County",2786,2334,911,884
6055200301,"Napa County",4945,5230,1799.38793945312,1797
6055200302,"Napa County",2137,2794,777.612121582031,948
6055200400,"Napa County",3604,4204,1642,1636
6055200501,"Napa County",4558,5294,1690,1832
6055200503,"Napa County",1859,1723,788,746
6055200504,"Napa County",5392,6401,2081.02783203125,2416
6055200505,"Napa County",2578,2994,994.97216796875,1115
6055200601,"Napa County",4680,5249,1740.67065429688,1711
6055200602,"Napa County",3730,4215,1387.32934570312,1919
6055200703,"Napa County",3048,2734,1153,1177
6055200704,"Napa County",4618,5215,1716.85583496094,1666
6055200705,"Napa County",2397,2838,891.144104003906,1013
6055200706,"Napa County",3330,3334,1203.76123046875,1163
6055200707,"Napa County",2684,3071,970.23876953125,1390
6055200802,"Napa County",4991,5421,2159,2415
6055200803,"Napa County",2153,2092,690.650024414062,870
6055200804,"Napa County",5338,6004,1712.34997558594,1754
6055201003,"Napa County",812,5105,345.296600341797,1492
6055201004,"Napa County",2492,6483,1059.70336914062,1969
6055201005,"Napa County",1522.61376953125,2255,453.682739257812,698
6055201006,"Napa County",2754.42944335938,3226,820.718383789062,962
6055201007,"Napa County",2988.95678710938,4409,890.598876953125,1131
6055201101,"Napa County",1742.7314453125,2226,715.244323730469,794
6055201102,"Napa County",2443.26831054688,1849,1002.75561523438,989
6055201200,"Napa County",4945,4834,2047,2119
6055201300,"Napa County",2916,2991,1133,1608
6055201401,"Napa County",2893.57885742188,3178,1364.74682617188,2206
6055201402,"Napa County",3029.24877929688,3097,1428.73510742188,1292
6055201403,"Napa County",1413.17236328125,626,666.518005371094,385
6055201500,"Napa County",2276.26171875,2098,1125.04028320312,1139
6055201601,"Napa County",2306.73828125,2515,1049.68029785156,1157
6055201602,"Napa County",3619.99975585938,3480,1647.27941894531,1857
6055201700,"Napa County",5637,5963,2011,2182
6055201800,"Napa County",1635,1681,964,1011
6055201900,"Napa County",1338.68151855469,1210,671.7568359375,773
6055202000,"Napa County",5183.31884765625,5281,2246.24340820312,2330
6075010100,"San Francisco County",2879,4000,1944,2307
6075010200,"San Francisco County",4288,4300,3044,3018
6075010300,"San Francisco County",4092,4341,2327,2378
6075010400,"San Francisco County",4859,5028,2899,2844
6075010500,"San Francisco County",2217,2684,1843,1975
6075010600,"San Francisco County",4279,3567,2147,2097
6075010700,"San Francisco County",5634,5509,2976,2766
6075010800,"San Francisco County",5130,4514,2715,2743
6075010900,"San Francisco County",4497.73388671875,4447,2862.73852539062,2946
6075011000,"San Francisco County",5037.26611328125,4742,2591.26147460938,2880
6075011100,"San Francisco County",5559,5081,3037,3337
6075011200,"San Francisco County",3700,3335,2325,2339
6075011300,"San Francisco County",3264,3061,1629,1644
6075011700,"San Francisco County",1747,1716,1187,1308
6075011800,"San Francisco County",1528,1562,789,770
6075011901,"San Francisco County",2450,2570,1778.03735351562,1728
6075011902,"San Francisco County",2792.99975585938,2839,2026.96252441406,1971
6075012000,"San Francisco County",3972,3962,2781,2814
6075012100,"San Francisco County",3462,3908,2505,2296
6075012201,"San Francisco County",4723,4728,2735.11059570312,3077
6075012202,"San Francisco County",2312,3271,1338.88952636719,1700
6075012301,"San Francisco County",3135,2189,2248.81298828125,1667
6075012302,"San Francisco County",3070,2529,2202.18701171875,2262
6075012401,"San Francisco County",4652,4593,2618.59643554688,3047
6075012402,"San Francisco County",3536,3668,1990.40344238281,2577
6075012501,"San Francisco County",3778,3660,2261.81298828125,2621
6075012502,"San Francisco County",3930,3585,2352.81225585938,2263
6075012601,"San Francisco County",2311,2408,1609.94189453125,1701
6075012602,"San Francisco County",2604,2900,1814.05822753906,1830
6075012700,"San Francisco County",3498.7158203125,3860,2278.05883789062,2332
6075012800,"San Francisco County",4207.2841796875,4783,2595.94116210938,2635
6075012901,"San Francisco County",2561,2731,1699.25451660156,1688
6075012902,"San Francisco County",3145,3638,2086.74560546875,2264
6075013000,"San Francisco County",4130,4788,2640,2646
6075013101,"San Francisco County",3616.00024414062,4072,2365.74877929688,2612
6075013102,"San Francisco County",2851,2913,1865.25146484375,1738
6075013200,"San Francisco County",4436,3877,2642,2650
6075013300,"San Francisco County",4145,4561,2097,2079
6075013400,"San Francisco County",3665,4000,2226,2207
6075013500,"San Francisco County",2666,2704,1890,1910
6075015100,"San Francisco County",2420,2178,1784,1844
6075015200,"San Francisco County",3857,4267,2519,2571
6075015300,"San Francisco County",2114,2234,999,1059
6075015400,"San Francisco County",5762,6161,3003,3166
6075015500,"San Francisco County",3591,3651,2282,2495
6075015600,"San Francisco County",2821,3274,1351,1575
6075015700,"San Francisco County",6875,8910,2564,2831
6075015801,"San Francisco County",3947.00024414062,4121,1907.72631835938,1773
6075015802,"San Francisco County",2924,3321,1413.27380371094,1684
6075015900,"San Francisco County",4165,4332,2250,2452
6075016000,"San Francisco County",2026,2769,1609,1935
6075016100,"San Francisco County",5257,5498,2730,2854
6075016200,"San Francisco County",2502,2937,1516,1881
6075016300,"San Francisco County",4521,4469,2100,2176
6075016400,"San Francisco County",3791,4320,1873,1951
6075016500,"San Francisco County",5121,5890,2463,2527
6075016600,"San Francisco County",5045,5613,2558,2691
6075016700,"San Francisco County",4701,4863,2474,2538
6075016801,"San Francisco County",2983,3232,1619.84582519531,1783
6075016802,"San Francisco County",3118,3293,1693.15417480469,2048
6075016900,"San Francisco County",2995,2907,1734,1772
6075017000,"San Francisco County",3775,3959,2334,2355
6075017101,"San Francisco County",3611,3814,1816.18933105469,1970
6075017102,"San Francisco County",3652,3760,1836.81066894531,1829
6075017601,"San Francisco County",5774.77685546875,7834,2567.27587890625,5530
6075017700,"San Francisco County",1777,1791,689,813
6075017801,"San Francisco County",2453,3209,1359.69177246094,2523
6075017802,"San Francisco County",3376,4856,1871.30822753906,2558
6075017902,"San Francisco County",1453,3090,1012,769
6075018000,"San Francisco County",2285,3279,530,1496
6075020100,"San Francisco County",6340,5959,2424,3481
6075020200,"San Francisco County",6188,6013,3133,3425
6075020300,"San Francisco County",3145,3161,1749,1867
6075020401,"San Francisco County",2735.6796875,3118,1746.01452636719,1831
6075020402,"San Francisco County",4006.3203125,4461,2556.98559570312,2731
6075020500,"San Francisco County",2551,2890,1434,1447
6075020600,"San Francisco County",4836,5052,2841,2923
6075020700,"San Francisco County",5427,5169,2857,2951
6075020800,"San Francisco County",7371,6292,2433,2879
6075020900,"San Francisco County",5092,4927,1813,1963
6075021000,"San Francisco County",4559,4618,2280,2254
6075021100,"San Francisco County",3833,4180,2042,2113
6075021200,"San Francisco County",2882,3098,1559,1563
6075021300,"San Francisco County",2402,2714,1256,1297
6075021400,"San Francisco County",3285,3736,1753,1823
6075021500,"San Francisco County",5195,4920,2599,2697
6075021600,"San Francisco County",3880,4551,2157,2235
6075021700,"San Francisco County",4139,4094,1884,1927
6075021800,"San Francisco County",3914,4112,1872,1912
6075022600,"San Francisco County",846,2082,478,1006
6075022702,"San Francisco County",1805,2239,994,1088
6075022704,"San Francisco County",2717,3411,1551.58374023438,1790
6075022801,"San Francisco County",4676,5278,1399,2030
6075022802,"San Francisco County",1762,2402,615,691
6075022803,"San Francisco County",5178,4637,1520,1634
6075022901,"San Francisco County",4965,5691,1297,1610
6075022902,"San Francisco County",2925,2712,805,894
6075022903,"San Francisco County",3942.02490234375,3148,1159.01025390625,1232
6075023001,"San Francisco County",5083,5204,1352,1434
6075023003,"San Francisco County",4028,4330,1157,1268
6075023102,"San Francisco County",3600,4653,1289,1567
6075023103,"San Francisco County",4649,2904,1396,1121
6075023200,"San Francisco County",4490,4414,1269,1349
6075023300,"San Francisco County",2591,3203,664,1046
6075023400,"San Francisco County",3492,3176,955,1023
6075025100,"San Francisco County",3249.09057617188,3620,1324.01123046875,1405
6075025200,"San Francisco County",5454,5845,2149,2306
6075025300,"San Francisco County",4615,4349,1852,1927
6075025401,"San Francisco County",3906,4044,1343,1410
6075025402,"San Francisco County",3241,2965,1108,1148
6075025403,"San Francisco County",4487,5315,1436,1572
6075025500,"San Francisco County",7518.0751953125,9446,2345.03002929688,2741
6075025600,"San Francisco County",5705,5504,1561,1719
6075025701,"San Francisco County",4857,5116,1350.5419921875,1484
6075025702,"San Francisco County",4364,4739,1213.4580078125,1347
6075025800,"San Francisco County",1871,2061,569,646
6075025900,"San Francisco County",4278,4498,1330,1511
6075026001,"San Francisco County",5549,5901,1461,1677
6075026002,"San Francisco County",3680,3359,956,1030
6075026003,"San Francisco County",4826,5261,1302,1446
6075026004,"San Francisco County",4010,4924,1098,1276
6075026100,"San Francisco County",5995,7156,1664,2002
6075026200,"San Francisco County",6992,7671,1836,2118
6075026301,"San Francisco County",4410,4830,1153,1421
6075026302,"San Francisco County",4354.83349609375,4717,1297.95043945312,1540
6075026303,"San Francisco County",4529,4844,1217,1346
6075026401,"San Francisco County",3733,3710,911,1082
6075026402,"San Francisco County",4109,4734,1080,1226
6075026403,"San Francisco County",4111.322265625,3868,1019.83190917969,1174
6075026404,"San Francisco County",2287.677734375,2823,521.168151855469,721
6075030101,"San Francisco County",4475,4936,2119,2235
6075030102,"San Francisco County",4797,5073,2484,2397
6075030201,"San Francisco County",3980,4327,1919,1982
6075030202,"San Francisco County",4454,4621,2210,2198
6075030301,"San Francisco County",5886,6024,2507,2596
6075030302,"San Francisco County",3471,4143,1375,1480
6075030400,"San Francisco County",5177,5568,1954,2052
6075030500,"San Francisco County",3374,2950,1050,1069
6075030600,"San Francisco County",2132,2424,878,903
6075030700,"San Francisco County",6367,6673,2775,2810
6075030800,"San Francisco County",5646,6136,2198,2420
6075030900,"San Francisco County",6771,6891,2434,2475
6075031000,"San Francisco County",3556,3601,1317,1367
6075031100,"San Francisco County",6277.9248046875,6885,2496.96997070312,2667
6075031201,"San Francisco County",5640,7331,1587.59985351562,2066
6075031202,"San Francisco County",2846.96459960938,3220,801.390197753906,919
6075031301,"San Francisco County",3617,4477,1154.21154785156,1367
6075031302,"San Francisco County",4584,5989,1462.78833007812,1998
6075031400,"San Francisco County",6112.03515625,6990,1707.01000976562,1981
6075032601,"San Francisco County",4391,4908,1683.42932128906,1905
6075032602,"San Francisco County",4214,4662,1615.57067871094,1791
6075032700,"San Francisco County",6498,7113,2467,2622
6075032801,"San Francisco County",4258,4207,1546.00280761719,1578
6075032802,"San Francisco County",3776,4383,1370.99731445312,1598
6075032901,"San Francisco County",4848,5757,1747.73498535156,1874
6075032902,"San Francisco County",3604,4463,1299.26501464844,1439
6075033000,"San Francisco County",7496,8165,2755,2891
6075033100,"San Francisco County",3739,4042,1484,1556
6075033201,"San Francisco County",3075,4165,784,761
6075033203,"San Francisco County",3384,4212,1576.83764648438,1610
6075033204,"San Francisco County",3874,4262,1805.16223144531,1689
6075035100,"San Francisco County",7756,8868,2731,2920
6075035201,"San Francisco County",5587,5841,1936,2022
6075035202,"San Francisco County",4436,4650,1823,1922
6075035300,"San Francisco County",7082,7514,2454,2594
6075035400,"San Francisco County",6726,6473,2383,2594
6075040100,"San Francisco County",4348,4525,1986,2047
6075040200,"San Francisco County",5364,5563,2507,2617
6075042601,"San Francisco County",3915.99975585938,4175,1806.798828125,1892
6075042602,"San Francisco County",3284,3090,1515.20104980469,1555
6075042700,"San Francisco County",5513,4897,2469,2659
6075042800,"San Francisco County",2451,2456,1012,1031
6075045100,"San Francisco County",5102,5093,2187,2259
6075045200,"San Francisco County",6695,7322,2891,3033
6075047600,"San Francisco County",5431,5647,2288,2413
6075047701,"San Francisco County",4618,4322,1935,2048
6075047702,"San Francisco County",3946,4218,1601,1699
6075047801,"San Francisco County",4173,4023,1721.28881835938,1787
6075047802,"San Francisco County",3614,3937,1490.71118164062,1622
6075047901,"San Francisco County",6540,6860,2726,2819
6075047902,"San Francisco County",3539,3701,1556,1643
6075060100,"San Francisco County",2234,3828,1102,1369
6075060400,"San Francisco County",1517.29772949219,1662,913.5771484375,1022
6075060502,"San Francisco County",3416,3430,1009,1078
6075061000,"San Francisco County",2400,4730,666,1629
6075061100,"San Francisco County",3934,4686,2253,2250
6075061200,"San Francisco County",3561,4249,1055,1246
6075061400,"San Francisco County",5174,6035,2310.41625976562,2625
6075061500,"San Francisco County",5965.2197265625,13057,3941.08764648438,9224
6075980200,"San Francisco County",231,320,64,86
6075980501,"San Francisco County",412,853,90,297
6075980600,"San Francisco County",530,476,160,196
6075980900,"San Francisco County",410.884338378906,260,75.9786148071289,156
6081600100,"San Mateo County",3784,5229,1893,2192
6081600200,"San Mateo County",3890,4201,1001,1181
6081600300,"San Mateo County",3771.16625976562,3861,1185.04956054688,1329
6081600401,"San Mateo County",3357.0634765625,3415,910.047302246094,1088
6081600402,"San Mateo County",4942.93701171875,5166,1339.95275878906,1282
6081600500,"San Mateo County",7775,7549,2114,2221
6081600600,"San Mateo County",5522,5704,1436,1535
6081600700,"San Mateo County",7843,7283,1995,2189
6081600800,"San Mateo County",7075,7375,2962,2904
6081600900,"San Mateo County",3889.70239257812,3993,1495.4228515625,1482
6081601000,"San Mateo County",7488.21484375,6493,2096.31396484375,2049
6081601100,"San Mateo County",5905,6221,1951,1952
6081601200,"San Mateo County",6490,6819,2066,2194
6081601300,"San Mateo County",7547.03955078125,8765,2291.47338867188,2674
6081601400,"San Mateo County",6670,7462,1917,2158
6081601501,"San Mateo County",5194,5414,1317,1366
6081601502,"San Mateo County",4841,5539,1676.97888183594,1846
6081601601,"San Mateo County",2101.94750976562,2744,790.521728515625,916
6081601603,"San Mateo County",6317.37548828125,5998,1894.41101074219,1945
6081601604,"San Mateo County",2760,2821,1263.02111816406,1161
6081601605,"San Mateo County",6588,6531,1682,1768
6081601700,"San Mateo County",4155,4554,1313,1365
6081601800,"San Mateo County",5590,7185,1916,2094
6081601901,"San Mateo County",4354.01318359375,4502,1603.67932128906,1439
6081601902,"San Mateo County",4687,5552,1726.32568359375,2332
6081602000,"San Mateo County",7190,8100,2440,2601
6081602100,"San Mateo County",3828,3346,991,1034
6081602200,"San Mateo County",7993,7922,2537,2695
6081602300,"San Mateo County",3204,3990,1118,1163
6081602400,"San Mateo County",6511,7262,2658,2759
6081602500,"San Mateo County",5147.45703125,5715,1467.4638671875,1576
6081602600,"San Mateo County",7885.62451171875,7951,2356.5888671875,2838
6081602700,"San Mateo County",5539,6062,1830,1987
6081602800,"San Mateo County",4826.78515625,4661,1504.68615722656,1548
6081602900,"San Mateo County",4135,3864,1715,1692
6081603000,"San Mateo County",4336,4353,1982,1982
6081603100,"San Mateo County",3026,3521,1186,1277
6081603200,"San Mateo County",3994,3646,1442,1483
6081603300,"San Mateo County",6679,6745,2470,2409
6081603400,"San Mateo County",5911,5992,2143,2111
6081603700,"San Mateo County",5570.54296875,5772,1773.5361328125,1761
6081603801,"San Mateo County",2171,2339,992.293640136719,1287
6081603802,"San Mateo County",5038,5000,2302.70629882812,1880
6081603900,"San Mateo County",5250,5611,2147.27587890625,2111
6081604000,"San Mateo County",3115,3229,1166,1128
6081604101,"San Mateo County",7679,8243,2628,2616
6081604102,"San Mateo County",1633,2923,962,1691
6081604200,"San Mateo County",4257,4081,1129,1117
6081604400,"San Mateo County",3981,5021,1484.72412109375,1856
6081604500,"San Mateo County",3416,3749,1388,1353
6081604600,"San Mateo County",2520,2897,932,968
6081604700,"San Mateo County",2758,2686,1007,1011
6081604800,"San Mateo County",4853,4970,1985,2014
6081604900,"San Mateo County",3190,3199,1317.69421386719,1324
6081605000,"San Mateo County",7418.74169921875,8524,2940.20361328125,3016
6081605100,"San Mateo County",2927,3166,1427,1436
6081605200,"San Mateo County",3466,3745,1326,1332
6081605300,"San Mateo County",4598.67138671875,4715,2002.24462890625,1983
6081605400,"San Mateo County",6033,5813,2740.56811523438,2704
6081605500,"San Mateo County",4914,5294,2858,2860
6081605600,"San Mateo County",5602.58642578125,5981,1964.85766601562,2178
6081605700,"San Mateo County",5277.7314453125,5331,1857.40734863281,2009
6081605800,"San Mateo County",2545,2618,1054,1047
6081605900,"San Mateo County",5094,5954,2645,2717
6081606000,"San Mateo County",4574,5866,2223.431640625,2256
6081606100,"San Mateo County",4254,4671,1394,1382
6081606200,"San Mateo County",7917,8080,2060,2357
6081606300,"San Mateo County",3757,4491,1956,2014
6081606400,"San Mateo County",4433,5180,2669,2754
6081606500,"San Mateo County",3534.52197265625,3347,1362.28405761719,1332
6081606600,"San Mateo County",3316,3688,1398.88146972656,1452
6081606700,"San Mateo County",2330.74658203125,2383,971.308654785156,995
6081606800,"San Mateo County",3241,3434,1293,1322
6081606900,"San Mateo County",2454,2551,890,936
6081607000,"San Mateo County",3338,3441,1469,1412
6081607100,"San Mateo County",2834,3173,1136,1101
6081607200,"San Mateo County",3908,4168,1704,1849
6081607300,"San Mateo County",3503,3573,1361,1358
6081607400,"San Mateo County",4286,4858,1889.11853027344,1998
6081607500,"San Mateo County",2218,4227,929,1770
6081607600,"San Mateo County",3524,3468,1296,1312
6081607701,"San Mateo County",3609,4163,1139,1185
6081607702,"San Mateo County",2800,2768,813,809
6081607800,"San Mateo County",3183,3459,1022,1010
6081607900,"San Mateo County",3065.04174804688,3119,1797.33337402344,1736
6081608001,"San Mateo County",2557,3716,1145,1643
6081608002,"San Mateo County",3713,3600,1517,1480
6081608004,"San Mateo County",6218.9580078125,6943,3074.66674804688,3369
6081608013,"San Mateo County",3920.43237304688,4555,1591.47998046875,1685
6081608023,"San Mateo County",2607,2718,877,925
6081608100,"San Mateo County",3181,3822,1225,1437
6081608200,"San Mateo County",3296,3877,1199,1438
6081608300,"San Mateo County",3321,3736,1386,1473
6081608400,"San Mateo County",5583,6272,2262,2192
6081608501,"San Mateo County",4633,4906,1804,1750
6081608502,"San Mateo County",2739.64819335938,2627,1244.95812988281,1210
6081608600,"San Mateo County",4165.53955078125,4516,1796.13208007812,1792
6081608700,"San Mateo County",6606,7307,2653,2721
6081608800,"San Mateo County",5559,6024,2143,2127
6081608900,"San Mateo County",6508.9345703125,6855,3072.10107421875,3082
6081609000,"San Mateo County",2586.62817382812,2502,1055.87512207031,1010
6081609100,"San Mateo County",1619.77612304688,1617,607.001953125,598
6081609201,"San Mateo County",3608,3708,1760.08666992188,1707
6081609202,"San Mateo County",3424.54614257812,4261,1670.59252929688,1955
6081609300,"San Mateo County",3092.68408203125,3575,1257.74572753906,1283
6081609400,"San Mateo County",3053.14111328125,3584,1170.65576171875,1150
6081609500,"San Mateo County",4795,4999,1784,1809
6081609601,"San Mateo County",2734.33764648438,2923,1176.94104003906,1206
6081609602,"San Mateo County",1619,1715,677,678
6081609603,"San Mateo County",5255.728515625,5135,2150.75146484375,2193
6081609700,"San Mateo County",4113,4660,1551.53369140625,1701
6081609800,"San Mateo County",4465.6923828125,4677,1697.00915527344,1730
6081609900,"San Mateo County",2858.68823242188,3156,1121.36987304688,1136
6081610000,"San Mateo County",4469,4798,2090.94555664062,2139
6081610100,"San Mateo County",2560.22387695312,2434,923.998046875,959
6081610201,"San Mateo County",5966,6033,1790,1845
6081610202,"San Mateo County",2224,2468,588,949
6081610203,"San Mateo County",3381,3986,939,1084
6081610302,"San Mateo County",2175,2756,1158,1002
6081610303,"San Mateo County",6528,8094,2944,3396
6081610304,"San Mateo County",4167.38037109375,4532,1957.42980957031,1898
6081610400,"San Mateo County",5612,6252,1595,1746
6081610500,"San Mateo County",5478,5261,1319,1391
6081610601,"San Mateo County",6492,6113,1557,1677
6081610602,"San Mateo County",3401,3770,1167,1258
6081610700,"San Mateo County",5290,5205,2050,2210
6081610800,"San Mateo County",4287.26513671875,5186,1633.93664550781,1712
6081610900,"San Mateo County",6469.73486328125,6979,2457.0634765625,2557
6081611000,"San Mateo County",5751.619140625,6468,2321.92651367188,2420
6081611100,"San Mateo County",5856,6340,2306.99951171875,2392
6081611200,"San Mateo County",2887,2901,1091,1127
6081611300,"San Mateo County",4830,5458,2005,2082
6081611400,"San Mateo County",4466,4412,1513,1498
6081611500,"San Mateo County",2728,2715,995.905944824219,1037
6081611600,"San Mateo County",2142,2316,832,793
6081611700,"San Mateo County",6095,5349,1369,1390
6081611800,"San Mateo County",4758,3965,923,885
6081611900,"San Mateo County",8847,10280,1983,2690
6081612000,"San Mateo County",7954.10400390625,7408,1579.82202148438,1581
6081612100,"San Mateo County",8782.896484375,8817,2955.17797851562,2920
6081612500,"San Mateo County",4030,4154,2129.09399414062,1983
6081612600,"San Mateo County",3947,4738,2247,2192
6081612700,"San Mateo County",2136,2114,831,783
6081612800,"San Mateo County",3166,3296,1191,1101
6081612900,"San Mateo County",4311,4606,1853,1873
6081613000,"San Mateo County",3162,3484,1562,1545
6081613200,"San Mateo County",6726.87939453125,6772,2631.95288085938,2772
6081613300,"San Mateo County",2648,2722,991.46630859375,1115
6081613400,"San Mateo County",3392,3157,1324,1282
6081613501,"San Mateo County",5072,4852,1353,1668
6081613502,"San Mateo County",5412,6510,2081,2475
6081613600,"San Mateo County",5777,6601,2051,2412
6081613700,"San Mateo County",7968,8922,3119,4195
6081613800,"San Mateo County",4783,3731,1911,1821
6081613900,"San Mateo County",5615,6776,2228,2177
6081614000,"San Mateo County",5450,5556,1875,1730
6085500100,"Santa Clara County",5360,7824,1614,2484
6085500200,"Santa Clara County",4737,6269,1512.32556152344,2238
6085500300,"Santa Clara County",2542,3790,877.674438476562,1517
6085500400,"Santa Clara County",2352,2417,1001,1033
6085500500,"Santa Clara County",4816,5616,1937,2114
6085500600,"Santa Clara County",3814,5165,1825,2412
6085500800,"Santa Clara County",1932,3683,841,2003
6085500901,"Santa Clara County",2859,4064,1475,2255
6085500902,"Santa Clara County",3696,6151,686,652
6085501000,"Santa Clara County",5544,4647,2157,2120
